"block","model_type","outcome","outcome_label","pre_col","outcome_family","n","predictor","predictor_label","predictor_family","status","beta_standardized","se_hc3","ci_low","ci_high","p_value","r_squared","adj_r_squared","age_only_r_squared","delta_r_squared_vs_age","partial_r_squared","vif","formula","residual_skewness","residual_excess_kurtosis","max_abs_studentized_residual","max_leverage","max_cooks_distance","cooks_threshold_4_over_n","n_cooks_above_threshold","breusch_pagan_p","q_fdr_bh","significant_raw_p05","significant_fdr05"
"brief_indices","separate","PLANNING_ACC","Moles planning accuracy","PLANNING_ACC_PRE","Moles planning",91,"BRIEF_BRI","BRIEF Behavioral Regulation Index","BRIEF-2","ok",-0.298230504572959,0.101565924118171,-0.497296057901103,-0.0991649512448154,0.00332126763498057,0.114923190122634,0.0948078080799667,0.0261038723435391,0.088819317779095,0.0911999906939002,,"outcome_z ~ BRIEF_BRI_z + age_z",-3.70295319633682,16.1695755401729,7.63920112477119,0.133876197467483,0.991762436007764,0.043956043956044,4,0.105134110831364,0.0298914087148252,"True","True"
"brief_subscales","separate","CBT_B_SPAN","Corsi backward span","CBT_B_SPAN_PRE","Corsi",96,"BRIEF_shift","BRIEF Shift","BRIEF-2","ok",-0.274740866712972,0.0838395119347926,-0.439063290586582,-0.110418442839363,0.00104921749608122,0.187921545208525,0.17045749241731,0.114737866022369,0.0731836791861551,0.0826689365525311,,"outcome_z ~ BRIEF_shift_z + age_z",-0.156908876741017,-1.01024563021452,2.03472866675819,0.163224131118164,0.0621086522757794,0.0416666666666667,2,0.803543474820261,0.0317594215247929,"True","True"
"brief_subscales","separate","CBT_B_SPAN","Corsi backward span","CBT_B_SPAN_PRE","Corsi",96,"BRIEF_TaskMonitor","BRIEF Task-Monitor","BRIEF-2","ok",-0.287585339720778,0.0892233749070255,-0.462459941117663,-0.112710738323893,0.00126764242370327,0.183122949791216,0.16555570139963,0.114737866022369,0.0683850837688469,0.0772484003823606,,"outcome_z ~ BRIEF_TaskMonitor_z + age_z",-0.142417662254676,-0.934527654223656,1.9234851146081,0.157857478844443,0.0734480452125396,0.0416666666666667,2,0.371921117914917,0.0317594215247929,"True","True"
"brief_subscales","separate","PLANNING_ACC","Moles planning accuracy","PLANNING_ACC_PRE","Moles planning",91,"BRIEF_Inhibit","BRIEF Inhibit","BRIEF-2","ok",-0.33919026561358,0.106585663181528,-0.548094326717691,-0.130286204509468,0.00146097562938416,0.140795794466347,0.121268426158764,0.0261038723435391,0.114691922122808,0.117766072649654,,"outcome_z ~ BRIEF_Inhibit_z + age_z",-3.65645205152597,16.1828817802592,7.70421948820601,0.16179260126339,1.01362265971479,0.043956043956044,5,0.0557718264898778,0.0317594215247929,"True","True"
"brief_subscales","separate","CBT_B_SPAN","Corsi backward span","CBT_B_SPAN_PRE","Corsi",96,"BRIEF_Initiate","BRIEF Initiate","BRIEF-2","ok",-0.267577500414193,0.08463017840792,-0.433449602098915,-0.10170539872947,0.0015683664950515,0.186294993123157,0.168795960717203,0.114737866022369,0.0715571271007875,0.0808315688137135,,"outcome_z ~ BRIEF_Initiate_z + age_z",-0.124552430765584,-1.04958853668894,2.00413489904611,0.226710054623464,0.092701602977569,0.0416666666666667,3,0.568367439096909,0.0317594215247929,"True","True"
"brief_subscales","separate","CBT_B_SPAN","Corsi backward span","CBT_B_SPAN_PRE","Corsi",96,"BRIEF_wm","BRIEF Working Memory","BRIEF-2","ok",-0.281133073452988,0.091012875052906,-0.459515030686127,-0.102751116219848,0.00200873761266772,0.19336532114858,0.17601833880769,0.114737866022369,0.078627455126211,0.0888182743939636,,"outcome_z ~ BRIEF_wm_z + age_z",-0.108036975724258,-0.876765585306751,2.41708433041762,0.123131662899875,0.187593436982238,0.0416666666666667,3,0.450699558426871,0.032541549325217,"True","True"
"brief_subscales","separate","TOL_VIO_REG","Tower of London rule violations","TOL_VIO_REG_PRE","Tower of London",96,"BRIEF_wm","BRIEF Working Memory","BRIEF-2","ok",0.317700404909049,0.106306985122677,0.109342542763566,0.526058267054532,0.00280333414667187,0.175989515006649,0.158268859415394,0.0755774554276971,0.100412059578952,0.108621387663591,,"outcome_z ~ BRIEF_wm_z + age_z",1.60566249328681,3.15884977869682,3.91402989845687,0.123131662899875,0.153671316589424,0.0416666666666667,6,0.361856745502878,0.0378450109800703,"True","True"
"totals_separate","separate","TOL_VIO_REG","Tower of London rule violations","TOL_VIO_REG_PRE","Tower of London",95,"ABAS_TOT_complete","ABAS-II complete total","ABAS-II","ok",-0.427472366707907,0.134411885221426,-0.690914820836033,-0.164029912579781,0.00147114163825028,0.197103339917848,0.17964906469867,0.0726282954430217,0.124475044474826,0.134223466020337,,"outcome_z ~ ABAS_TOT_complete_z + age_z",1.2965062678997,1.74386966506465,3.44512076206136,0.109043495858489,0.164045320554083,0.0421052631578947,5,0.0148316689887006,0.0189363052669832,"True","True"
"totals_separate","separate","TOL_VIO_REG","Tower of London rule violations","TOL_VIO_REG_PRE","Tower of London",96,"BRIEF_TOT_complete","BRIEF-2 complete total","BRIEF-2","ok",0.35975154714074,0.116987026749003,0.13046118805427,0.58904190622721,0.00210403391855369,0.201543484883057,0.184372377031079,0.0755774554276971,0.12596602945536,0.136264558015122,,"outcome_z ~ BRIEF_TOT_complete_z + age_z",1.33813786032654,2.44323188159914,4.00915431193246,0.164273575752832,0.176278277649839,0.0416666666666667,7,0.0734030409798849,0.0189363052669832,"True","True"
"totals_separate","separate","CBT_B_SPAN","Corsi backward span","CBT_B_SPAN_PRE","Corsi",96,"BRIEF_TOT_complete","BRIEF-2 complete total","BRIEF-2","ok",-0.252165722109794,0.0884554212014327,-0.425535161901923,-0.0787962823176657,0.00436140301698339,0.176627825930953,0.15892089745635,0.114737866022369,0.061889959908584,0.0699114505558961,,"outcome_z ~ BRIEF_TOT_complete_z + age_z",-0.096904408977027,-0.959389360797613,1.94583152637486,0.164273575752832,0.0842651229722299,0.0416666666666667,3,0.905044933804616,0.0261684181019004,"True","True"
"totals_separate","separate","PLANNING_ACC","Moles planning accuracy","PLANNING_ACC_PRE","Moles planning",91,"BRIEF_TOT_complete","BRIEF-2 complete total","BRIEF-2","ok",-0.202114179949342,0.0761148406398786,-0.35129652629251,-0.0529318336061743,0.00792180196948214,0.0655645184890282,0.044327348454688,0.0261038723435391,0.0394606461454891,0.0405183314984989,,"outcome_z ~ BRIEF_TOT_complete_z + age_z",-3.84459010810861,16.8733208157493,7.72795459121169,0.167050819019708,0.868681033858216,0.043956043956044,4,0.270775608199468,0.029982315996284,"True","True"
"totals_separate","separate","TOL_ACC","Tower of London accuracy","TOL_ACC_PRE","Tower of London",94,"ABAS_TOT_complete","ABAS-II complete total","ABAS-II","ok",0.360133968461529,0.136494148009596,0.0926103542622418,0.627657582660817,0.0083284211100789,0.191782065186556,0.174019033652195,0.102865731220943,0.0889163339656137,0.0991115121336556,,"outcome_z ~ ABAS_TOT_complete_z + age_z",-0.13569757948402,0.0941339245471293,2.9550226600375,0.109052408878543,0.273120465403076,0.0425531914893617,9,0.0772117138030332,0.029982315996284,"True","True"
